,AGE,ST004D01T,ST001D01T,ESCS,ICTRES,DURECEC,EXPECEDU,MISCED,IMMIG,PV1MATH,PV1READ,PV1SCIE,PV1MCCR,PV1MCQN,PV1MCSS,PV1MCUD,PV1MPEM,PV1MPFS,PV1MPRE,MATHMOT,MATHEASE,MATHPREF,MATHEFF,MATHEF21,MATHPERS,FAMCON,SDLEFF,COGACRCO,COGACMCO,CURIOAGR,ASSERAGR,COOPAGR,EMOCOAGR,EMPATAGR,PERSEVAGR,STRESAGR
275,15.42,Male,Grade 9,0.3548,-0.6162,Attended ECEC for at least three but less than four years,No Response,ISCED level 8,First-Generation student,277.963,284.976,265.492,317.066,286.997,278.622,321.332,295.554,218.211,297.174,No Response,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,No Response,No Response,No Response,No Response,No Response,-2.379,1.018,Not Applicable,-0.7872,Not Applicable,0.0672,2.2722,Not Applicable,-5.2728
276,15.42,Male,Grade 10,0.0794,1.6877,Attended ECEC for at least two but less than three years,No Response,ISCED level 3.3,First-Generation student,443.874,464.579,489.591,516.443,547.181,521.84,471.085,576.175,507.773,515.079,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.0635,-0.1662,0.238,-0.1844,-0.9711,-0.2539,0.2497,-0.9005,-0.0917,-0.9237,-0.053,-1.0738,-1.0151,0.0532
277,15.75,Female,Grade 11,0.1744,0.5004,Attended ECEC for at least two but less than three years,ISCED Level 5,ISCED level 4,Native student,524.578,527.535,578.202,519.778,491.883,563.815,520.514,542.413,473.495,460.18,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,-1.2638,-1.3099,-1.0111,0.8193,0.2113,0.1239,-0.174,-0.5834,0.4217,-0.8006,-0.8457,-0.4812,-1.117,-0.3802
278,15.58,Male,Grade 10,-1.3995,Not Applicable,Attended ECEC for at least one but less than two years,No Response,ISCED level 3.4,Native student,410.599,367.106,401.887,412.758,442.086,458.623,428.601,442.572,454.148,447.567,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-3.3072,0.8154,2.71,Not Applicable,No Response,0.2051,2.3009,0.3441,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
279,15.5,Male,Grade 10,-0.0863,-0.8308,No Response,No Response,ISCED level 7,Native student,365.196,303.55,290.19,239.767,260.735,261.416,259.726,311.483,352.5,349.06,Not more motivated to do well in mathematics than other subjects,Perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-3.4581,-0.5757,-2.7887,-1.1521,-2.248,-0.7808,-1.7475,No Response,No Response,Not Applicable,2.9396,Not Applicable,No Response,Not Applicable
280,15.5,Female,Grade 10,-0.8164,Not Applicable,No Response,ISCED Level 6,ISCED level 4,Invalid,564.338,476.167,550.757,541.441,587.653,543.749,604.049,558.524,614.868,590.909,Not more motivated to do well in mathematics than other subjects,Perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,0.4704,1.607,2.3376,0.1172,-0.4395,0.5365,0.3241,No Response,No Response,No Response,No Response,No Response,No Response,No Response
281,15.42,Male,Grade 10,-1.1602,-1.5027,Attended ECEC for at least five but less than six years,ISCED Level 2,ISCED level 4,Native student,338.663,380.02,359.04,276.628,284.904,281.481,302.323,331.667,284.741,305.872,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.6237,-0.5529,-1.2955,-1.444,0.1409,0.272,-0.6381,-0.7711,1.2161,Not Applicable,-0.5756,0.7296,-0.5587,Not Applicable
282,16.17,Male,Grade 11,0.1029,-1.6306,Attended ECEC for less than a year,No Response,ISCED level 8,Native student,407.413,355.355,382.475,307.605,402.395,341.555,321.576,392.032,286.449,325.019,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,-0.0133,Not Applicable,Not Applicable,-0.4127,Not Applicable,Not Applicable,Not Applicable
283,16.0,Female,Grade 10,1.4304,1.1821,Attended ECEC for at least two but less than three years,ISCED Level 6,ISCED level 6,Native student,549.782,576.806,576.233,582.124,561.627,501.698,561.797,586.869,579.554,583.591,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.1775,0.3276,0.3968,Not Applicable,0.3121,-0.7167,0.8689,-0.1056,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
284,15.33,Female,Grade 8,No Response,No Response,No Response,No Response,No Response,Second-Generation student,289.122,284.302,269.171,274.801,223.483,264.01,236.465,190.897,198.789,157.986,No Response,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0.4869,No Response,No Response
285,15.58,Female,Grade 10,0.1089,-0.1413,Attended ECEC for at least one but less than two years,ISCED Level 6,ISCED level 8,Native student,459.52,500.275,490.928,464.698,443.395,428.993,426.144,504.815,488.559,508.316,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.718,0.2236,0.4455,0.4711,0.2154,0.7344,0.9588,0.3924,0.4648,0.3052,0.2415,0.2558,0.402,0.4829
286,15.92,Male,Grade 10,0.7886,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 6,ISCED level 6,Native student,481.33,414.236,497.155,428.58,493.024,403.999,486.572,513.393,427.963,473.731,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,0.0616,0.7095,1.2623,0.6841,0.1885,0.3333,0.4413,-0.2197,0.2478,0.2217,0.3868,0.5346,0.2768,0.286
287,15.42,Male,Grade 10,-0.8032,Not Applicable,No Response,,ISCED level 3.3,Native student,400.277,314.76,309.789,382.188,364.036,517.413,352.58,404.25,388.035,365.157,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,No Response,No Response,No Response,No Response,No Response,-0.0409,0.0446,-0.5982,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
288,16.0,Female,Grade 9,0.1973,0.4839,Attended ECEC for at least three but less than four years,ISCED Level 6,ISCED level 7,Native student,344.155,367.937,348.004,374.788,434.088,285.942,386.172,342.601,268.684,339.25,Not more motivated to do well in mathematics than other subjects,Perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.7582,-0.5728,-1.632,0.3181,No Response,-0.9012,-0.0395,-1.5399,Not Applicable,Not Applicable,-0.5751,-2.3359,-1.3574,Not Applicable
289,15.58,Female,Grade 10,0.1487,Not Applicable,Attended ECEC for at least three but less than four years,ISCED level 7 ,ISCED level 7,Native student,486.012,580.252,483.144,451.855,420.115,455.635,421.908,526.4,505.767,530.208,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,0.2858,0.7066,1.365,0.5177,0.2384,0.3235,0.7043,0.7411,-0.2521,1.006,0.2882,-0.0634,0.8206,-0.4942
290,15.5,Male,Invalid,1.2385,Not Applicable,No Response,No Response,ISCED level 7,Native student,470.145,411.764,431.192,540.974,437.822,475.879,457.789,512.386,535.718,527.174,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.2233,0.7831,-0.4669,-0.2776,-0.9764,0.5253,0.2505,3.1608,-0.0168,-0.4197,0.0056,-0.8876,-0.2828,0.1457
291,15.75,Female,Grade 10,1.0617,0.575,Attended ECEC for at least four but less than five years,ISCED level 7 ,ISCED level 7,Native student,633.117,645.861,701.459,663.296,690.99,597.44,613.971,642.54,647.399,621.933,More motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,1.0061,1.4965,0.6444,0.1519,-0.2905,2.1053,-0.6153,0.9752,-0.3329,-0.1038,-0.0164,-0.3261,-0.2798,-0.4774
292,15.25,Male,Invalid,-0.878,Not Applicable,No Response,ISCED level 7 ,ISCED level 3.3,Native student,439.839,373.864,391.317,379.224,455.156,379.083,441.825,426.087,481.475,447.869,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.6887,-0.0039,-0.6226,0.696,No Response,-0.1057,0.2138,-0.9359,No Response,-0.5709,No Response,No Response,-0.611,No Response
293,15.83,Female,Grade 9,1.2131,Not Applicable,Attended ECEC for at least one but less than two years,ISCED Level 3.4,ISCED level 6,Native student,469.516,557.534,500.482,517.466,461.298,458.613,531.048,410.796,430.938,526.013,Not more motivated to do well in mathematics than other subjects,Perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,1.82,-0.8552,0.6994,Not Applicable,No Response,-0.1919,1.0022,-0.8675,1.0976,0.04,-0.675,-0.1139,-0.9834,-0.5102
294,15.42,Female,Invalid,-1.3541,Not Applicable,No Response,,Less than ISCED Level 1,Native student,358.361,376.684,395.684,376.133,360.838,382.237,363.35,311.264,289.142,273.433,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,1.8895,-2.1256,-1.2459,-3.6774,-2.3998,-0.822,0.0181,-0.626,-0.0368,-0.8448,-1.0347,-0.6009,-0.3814,-1.7487
295,15.25,Female,Grade 10,0.7137,-0.9428,No Response,ISCED Level 8,ISCED level 5,Native student,487.432,586.053,655.46,466.664,468.813,530.048,484.24,450.089,432.001,469.448,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,1.9299,1.9262,0.4808,0.9125,1.9176,0.9124,2.4641,1.3637,1.4897,Not Applicable,-0.551,1.9934,0.6784,Not Applicable
296,15.67,Female,Grade 10,1.1183,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 3.4,ISCED level 8,Native student,583.3,598.132,598.159,636.266,651.535,529.927,616.179,634.553,578.941,625.37,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.0051,1.6234,0.3163,0.8044,0.9064,-0.0631,0.8798,0.3246,0.3893,-0.3914,-0.8548,1.8048,1.019,-1.0051
297,15.92,Male,Grade 11,-0.7745,Not Applicable,No Response,No Response,ISCED level 5,Native student,366.695,435.9,282.078,319.762,372.681,393.759,444.568,397.475,331.749,423.185,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,No Response,No Response,-0.9521,Not Applicable,No Response,No Response,No Response,No Response,Not Applicable,Not Applicable,No Response,No Response,Not Applicable,Not Applicable
298,15.5,Female,Grade 9,0.2984,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 5,ISCED level 3.4,Native student,516.091,511.263,560.619,518.168,508.259,531.361,554.62,519.977,510.192,564.948,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.3954,-0.6031,-0.4614,-0.0481,0.4421,-0.2176,0.1938,0.1538,0.3304,-0.1997,-0.3453,0.0952,0.2628,-0.7759
299,15.67,Male,Invalid,-0.771,Not Applicable,Attended ECEC for at least two but less than three years,ISCED Level 8,ISCED level 1,Second-Generation student,480.026,406.019,388.147,482.524,510.688,459.897,423.152,491.66,529.198,516.481,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-3.4058,-0.5667,-0.5264,-2.173,No Response,0.4826,0.9109,-0.5935,No Response,-1.0568,No Response,No Response,-0.9884,No Response
300,15.83,Female,Grade 10,0.2229,-0.9492,Attended ECEC for less than a year,No Response,ISCED level 7,Native student,545.569,614.745,545.632,563.904,610.308,639.207,607.816,524.773,603.633,595.312,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,1.0556,-0.5939,0.7987,4.3037,No Response,-0.5707,-0.4073,1.0216,-1.2803,1.0226,-0.0081,1.3025,0.0731,-4.8799
301,16.17,Male,Grade 10,0.3443,-0.098,Attended ECEC for at least four but less than five years,ISCED Level 8,ISCED level 3.3,Native student,350.114,422.687,435.414,347.216,322.975,419.019,334.907,313.509,333.597,411.155,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.0759,0.8,-0.5128,4.7492,No Response,-0.0603,0.2478,-0.4776,-0.1382,-0.8356,-0.0241,-0.9939,No Response,0.3193
302,16.33,Female,Grade 9,-0.7579,-1.3218,Attended ECEC for less than a year,No Response,ISCED level 5,Native student,240.516,249.48,297.086,332.958,334.092,361.694,314.24,227.578,264.131,292.085,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,-1.073,-1.764,-1.2858,-0.682,-0.3295,-1.0225,-0.9512
303,15.75,Male,Grade 9,-1.1676,-1.522,Attended ECEC for at least two but less than three years,No Response,ISCED level 4,Native student,383.745,298.87,311.913,383.9,359.168,369.647,371.048,358.831,328.333,292.884,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,1.9279,2.3874,2.2189,3.4306,-0.129,2.1053,2.3969,-0.4146,Not Applicable,Not Applicable,-2.7945,No Response,-0.0478,Not Applicable
304,15.33,Male,Grade 9,0.0788,-0.3977,No Response,ISCED Level 8,ISCED level 6,Native student,521.147,591.751,524.124,486.224,510.589,552.324,472.911,493.965,518.973,547.001,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.2856,-0.2142,-0.5452,0.2931,-0.3446,-0.3523,0.2851,-0.473,0.4349,Not Applicable,-0.0492,Not Applicable,-0.5454,Not Applicable
305,15.33,Female,Grade 9,1.2019,0.3901,Attended ECEC for at least four but less than five years,ISCED Level 5,ISCED level 5,Native student,551.595,492.732,580.516,640.54,595.753,644.027,619.766,553.694,561.17,548.538,More motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.7051,-0.3597,0.3042,0.3347,-0.1498,0.2529,-0.9524,0.8328,-0.2426,Not Applicable,-1.1678,-0.744,-0.7344,-1.5508
306,15.67,Female,Grade 9,No Response,-0.759,No Response,ISCED Level 2,No Response,Native student,292.394,331.413,281.535,229.115,210.341,169.362,153.538,245.229,340.95,271.307,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-3.4626,-2.0501,-0.7248,-3.4018,No Response,-0.7647,-1.8784,-0.7959,-1.0287,Not Applicable,-0.2741,-0.599,-0.9055,0.768
307,15.5,Male,Grade 9,-0.4225,-0.8693,Attended ECEC for at least two but less than three years,No Response,ISCED level 3.4,Native student,438.193,519.96,504.638,545.935,480.572,519.545,445.963,534.27,550.089,451.918,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,Not Applicable,0.2431,-0.3525,Not Applicable,No Response,0.6173,-1.0607,0.1489,Not Applicable,0.4442,0.9989,Not Applicable,Not Applicable,Not Applicable
308,16.17,Male,Grade 9,-2.6031,Not Applicable,No Response,ISCED Level 8,ISCED level 2,Native student,296.267,346.501,370.508,323.455,337.438,286.268,356.954,349.9,400.895,347.809,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.8272,-0.4495,-2.3739,Not Applicable,0.2737,-0.5939,-0.096,-0.1215,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
309,16.08,Female,Grade 10,0.3525,1.5097,Attended ECEC for at least three but less than four years,ISCED level 7 ,ISCED level 4,Native student,432.917,547.011,451.185,444.013,428.524,397.236,464.617,433.482,380.762,437.274,Not more motivated to do well in mathematics than other subjects,Perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,-0.3049,-0.1381,0.4186,0.2882,No Response,1.6391,1.2889,0.3928,-0.754,Not Applicable,-0.4495,Not Applicable,-0.1942,Not Applicable
310,16.25,Female,Grade 10,-0.3683,Not Applicable,Attended ECEC for at least four but less than five years,No Response,ISCED level 6,Native student,563.029,536.063,582.702,568.069,547.749,543.987,585.868,585.046,543.771,568.604,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.9322,0.1773,0.8905,0.4115,No Response,0.0415,-0.0288,-0.5244,-0.3146,Not Applicable,No Response,0.9597,0.0881,-0.3936
311,15.75,Female,Grade 9,-0.6943,Not Applicable,Attended ECEC for at least two but less than three years,ISCED level 7 ,ISCED level 3.4,Native student,362.353,392.673,415.218,358.765,323.213,307.604,366.167,348.737,346.395,336.069,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.0813,-0.3378,0.1097,No Response,-0.6401,-0.017,2.4378,-0.576,-0.6953,2.119,-0.425,0.14,-0.1225,No Response
312,15.5,Male,Grade 10,1.2608,1.3548,Attended ECEC for at least three but less than four years,No Response,ISCED level 5,First-Generation student,418.836,416.262,396.827,377.006,359.392,425.705,300.995,371.453,436.614,369.849,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,-0.6111,No Response
313,16.25,Male,Grade 9,-0.1657,0.3483,Attended ECEC for at least three but less than four years,No Response,ISCED level 7,Native student,471.685,439.524,451.569,479.104,501.941,510.157,469.249,468.314,434.497,441.572,No Response,No Response,No Response,No Response,No Response,No Response,Not Applicable,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,-0.0432
314,15.83,Male,Grade 9,-3.066,-1.9055,Attended ECEC for at least three but less than four years,No Response,ISCED level 1,Native student,276.136,334.266,303.83,285.316,270.771,343.444,305.245,275.165,282.501,280.03,More motivated to do well in mathematics than other subjects,No Response,No Response,Not Applicable,-0.1657,No Response,Not Applicable,No Response,No Response,No Response,-0.9325,Not Applicable,-0.5391,0.2924,Not Applicable,Not Applicable,Not Applicable
315,15.5,Male,Grade 9,-1.6467,-0.5076,Attended ECEC for at least one but less than two years,ISCED Level 3.4,Less than ISCED Level 1,Native student,300.298,279.023,356.464,246.257,253.904,401.979,254.644,284.16,306.383,257.955,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,Not Applicable,0.7397,0.3124,Not Applicable,No Response,-2.0083,0.8695,-0.6755,Not Applicable,Not Applicable,-0.161,Not Applicable,Not Applicable,Not Applicable
316,15.5,Male,Grade 10,1.0805,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 6,ISCED level 6,Native student,598.07,459.565,589.155,600.424,538.361,641.143,593.833,547.755,532.421,538.739,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,2.1567,2.2162,1.1136,4.668,No Response,0.0289,-0.7658,-1.123,-1.0459,0.7869,0.9458,-0.5942,-0.4077,0.7169
317,16.0,Male,Grade 10,0.4595,Not Applicable,No Response,ISCED Level 6,ISCED level 6,Native student,553.735,463.898,513.891,551.039,491.86,529.354,492.334,590.637,498.292,546.424,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,Not Applicable,0.7247,0.7315,Not Applicable,-0.172,1.2486,1.0363,0.7078,Not Applicable,Not Applicable,0.3878,Not Applicable,Not Applicable,Not Applicable
318,16.33,Female,Grade 10,-1.0227,-0.4557,Attended ECEC for at least one but less than two years,ISCED level 7 ,ISCED level 3.3,Native student,399.41,396.414,323.384,386.751,374.224,342.097,355.834,409.471,399.449,368.445,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-3.3919,-2.0999,0.1905,Not Applicable,No Response,-0.7428,-0.4169,-0.3823,-0.5856,0.4104,-0.0366,-0.1272,-0.2053,-0.5168
319,16.17,Female,Grade 10,0.7808,0.3729,Attended ECEC for at least two but less than three years,ISCED Level 6,ISCED level 6,Native student,556.479,525.428,525.231,588.819,525.354,526.594,553.443,563.749,645.373,578.107,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.3122,-0.6009,0.0461,-0.0501,0.2608,-0.206,0.571,-0.1147,-0.3842,0.2889,-0.1341,-0.3907,-0.9466,-0.4833
320,15.83,Female,Grade 10,-1.8384,0.2018,No Response,ISCED Level 8,ISCED level 2,Native student,473.959,438.214,433.319,392.835,385.326,358.584,453.694,477.983,408.427,446.999,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.1099,0.4544,0.1717,Not Applicable,No Response,-0.5441,-0.1261,-0.3159,Not Applicable,Not Applicable,-0.1223,-0.2423,Not Applicable,Not Applicable
321,15.42,Female,Grade 10,-0.0292,-0.3125,Attended ECEC for at least four but less than five years,ISCED Level 8,ISCED level 5,Native student,419.798,503.792,406.861,482.278,457.275,432.898,489.247,351.831,413.979,420.543,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.9295,0.7336,0.1303,1.2797,0.1616,0.7265,0.0113,0.0275,0.4176,0.2913,-0.3656,0.3121,0.0931,-0.6812
322,15.67,Male,Grade 10,-1.0662,0.2692,Attended ECEC for at least four but less than five years,ISCED Level 8,ISCED level 2,Native student,507.33,588.059,566.613,587.776,551.338,588.249,543.793,543.513,505.13,550.6,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.1511,0.3716,0.4617,0.325,0.2154,-0.773,0.9044,-0.0324,0.198,-0.1732,0.1637,-0.0291,-0.3052,-0.148
323,15.83,Female,Grade 10,0.8837,1.9164,Attended ECEC for at least one but less than two years,ISCED Level 8,ISCED level 8,Native student,420.046,419.825,435.372,417.52,431.079,433.363,448.247,457.671,339.438,384.155,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.2257,-0.1486,0.1725,1.2399,No Response,3.3999,2.4645,0.1064,0.2155,0.123,-0.6102,0.1321,-0.3752,0.3031
324,15.58,Male,Grade 10,0.8794,Not Applicable,Attended ECEC for at least one but less than two years,ISCED Level 8,ISCED level 8,First-Generation student,541.635,602.132,631.435,600.75,547.814,529.798,609.163,580.368,590.885,533.728,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.1147,-1.2714,-0.6554,0.2007,0.2212,-1.526,-0.6351,-0.1625,1.1308,-0.4897,-0.2925,-0.3694,-0.378,-0.9017
325,15.67,Female,Grade 10,0.4085,-1.4382,Attended ECEC for at least one but less than two years,ISCED Level 8,ISCED level 8,Native student,383.726,395.048,409.266,344.902,389.777,249.185,302.0,400.077,278.999,322.063,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.2931,0.7588,0.356,-0.3821,0.2113,-0.4562,-0.1893,0.3802,Not Applicable,Not Applicable,-0.1851,Not Applicable,Not Applicable,Not Applicable
326,15.92,Male,Grade 9,0.2325,Not Applicable,No Response,ISCED Level 3.3,ISCED level 7,Native student,563.856,532.786,532.411,569.837,563.564,593.894,577.716,652.87,618.217,638.814,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,1.0161,0.7851,1.5631,0.7959,No Response,0.114,0.9063,-0.1903,0.1407,-0.0685,-0.2356,-0.7273,0.6668,-0.4753
327,15.58,Female,Grade 7,-2.8658,0.6002,Attended ECEC for at least one but less than two years,ISCED Level 8,Less than ISCED Level 1,Native student,315.995,335.04,230.081,391.543,371.791,391.94,420.613,392.889,413.202,299.245,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.9128,0.7253,1.8147,0.1142,0.1833,0.3848,2.5826,-0.1287,0.4219,Not Applicable,-0.5198,-1.0073,0.1509,Not Applicable
328,15.92,Female,Grade 10,-0.0582,Not Applicable,Attended ECEC for at least two but less than three years,ISCED Level 5,ISCED level 5,Native student,467.904,435.629,466.302,468.009,457.968,554.707,398.202,467.043,424.15,471.947,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.8185,-2.2596,-1.2489,-0.2014,No Response,0.2106,0.0872,-0.2444,-0.9877,1.4232,-0.9758,3.1218,0.6938,-2.136
329,15.5,Female,Grade 10,0.0552,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 8,ISCED level 7,Native student,475.364,489.367,394.115,482.957,422.949,538.03,505.184,473.043,496.709,490.174,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.0388,No Response,No Response,1.7825,0.2061,0.7409,0.8726,-0.1894,-0.401,Not Applicable,No Response,2.0599,-0.6565,-0.9251
330,15.58,Female,Grade 10,1.1515,1.1946,Attended ECEC for at least two but less than three years,ISCED level 7 ,ISCED level 4,Native student,464.904,527.935,464.863,509.982,518.25,444.934,543.932,456.692,524.569,504.217,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.8103,-0.4185,-0.6708,-0.066,-1.0952,-1.9679,-0.6955,-1.0678,0.1021,-0.4357,0.041,-0.4659,-0.773,-4.7751
331,15.92,Male,Grade 10,0.4648,0.5632,Attended ECEC for at least four but less than five years,ISCED level 7 ,ISCED level 5,Second-Generation student,555.284,492.932,583.845,566.562,567.192,590.308,606.998,631.649,613.774,597.077,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.6741,0.7422,-0.7887,1.929,No Response,-0.6263,0.2085,-0.0304,-1.3624,-0.6603,0.2582,0.5035,-0.0439,0.3554
332,15.75,Male,Grade 10,0.1193,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 6,ISCED level 6,Invalid,449.181,414.135,408.524,471.128,497.959,383.272,402.891,432.048,443.844,509.223,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.9577,-0.0392,0.279,1.4655,-0.3347,0.7202,0.6012,No Response,No Response,No Response,No Response,No Response,No Response,No Response
333,16.08,Male,Grade 10,-2.4022,-2.8355,Attended ECEC for at least four but less than five years,,ISCED level 3.4,Native student,311.57,254.136,267.807,344.383,279.867,218.034,342.098,326.203,328.54,267.883,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,Not Applicable,-0.54,-1.1045,Not Applicable,-0.9515,-0.7891,0.8662,-3.2059,Not Applicable,Not Applicable,0.0331,Not Applicable,Not Applicable,Not Applicable
334,15.75,Female,Grade 10,-0.8402,-0.2226,No Response,ISCED Level 3.4,ISCED level 3.4,Native student,461.083,509.875,471.138,459.777,514.12,505.654,481.916,584.559,500.189,586.783,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
335,15.33,Male,Grade 10,-2.4861,-1.557,Attended ECEC for at least three but less than four years,ISCED Level 3.4,ISCED level 1,Native student,360.538,333.016,415.343,332.649,333.017,289.957,354.495,372.304,278.178,337.651,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,Not Applicable,0.0303,-1.1394,Not Applicable,0.9743,-2.6768,-1.7138,-0.9675,Not Applicable,Not Applicable,0.6487,Not Applicable,Not Applicable,Not Applicable
